House ID,Builder Name,Date Built,Date Priced,garden,Dock,Capital,Royal Market,Guarding Tower,River,renovation,dining rooms,bedrooms,bathrooms,visit,Sorcerer,blessings,land,Location,Holy tree,Knight's house
6e32d5a3,,9/19/1603 3:24 PM,2/6/1612 9:11 PM,0,31.429998,47.634656,89.095264,210.160532,4.888251,0,3,2,2,0,0,112,small land,Cursed Land,1,58.549073
6e32d5a8,,11/9/1603 4:38 PM,5/25/1611 5:14 AM,0,24.361361,68.594081,20.206563,92.363117,33.869792,0,2,3,3,0,0,91,small land,,1,79.222859
6e32d5de,,7/1/1601 4:33 PM,6/28/1609 5:58 AM,0,57.258349,14.666374,61.302586,62.553219,31.638736,1,3,3,2,0,0,145,small land,King's Landing,,25.398367
6e32d5ef,,11/13/1605 4:42 PM,8/21/1611 4:13 AM,0,85.404637,48.289028,20.04198,16.219995,49.325314,0,,3,4,0,1,112,small land,The Mountains,2,58.774411
6e32d627,,10/3/1603 4:21 PM,3/20/1611 1:23 PM,0,17.209788,18.78105,13.836021,36.2651,37.06248,,2,3,3,0,0,141,small land,King's Landing,1,28.790982
6e32d6a6,,9/2/1600 8:14 AM,3/5/1611 3:22 PM,0,26.318196,,86.297346,98.970764,7.841541,,3,,4,0,0,74,huge land,The Mountains,1, 
6e32d705,,1/1/1604 6:47 AM,2/16/1611 12:38 AM,0,82.655888,46.291368,80.06967,72.876644,40.494376,0,3,3,3,0,0,114,small land,Servant's Premises,1,56.968637
6e32d71e,,12/20/1602 4:32 PM,12/13/1607 2:59 AM,,36.514822,100.606995,113.595836,36.624516,53.142437,0,4,2,2,0,0,59,huge land,The Mountains,1,111.294304
6e32d729,,7/6/1603 10:40 PM,11/12/1609 3:26 PM,0,47.53033,103.855869,34.554811,12.718469,44.356093,0,4,2,2,0,1,56,small land,Cursed Land,2,114.065355
6e32d79a,,5/25/1606 9:58 PM,2/13/1607 1:40 AM,,31.743296,119.317185,84.229928,252.637036,30.144517,0,3,4,,0,1,41,huge land,Servant's Premises,2,130.125104
6e32d808,,1/14/1606 8:23 PM,7/7/1609 9:23 PM,,43.734341,40.873042,1.524134,48.448621,74.861071,0,3,2,2,0,0,119,small land,The Mountains,,51.051728
6e32d836,,1/11/1600 4:44 AM,6/3/1611 12:45 PM,0,41.659266,3.637306,45.622296,90.045786,28.004012,0,3,4,4,0,1,156,small land,The Mountains,2,14.262152
6e32d850,,11/24/1603 6:35 AM,4/25/1610 10:17 PM,,22.238878,12.95122,19.056693,252.391831,13.448648,0,3,2,3,0,0,147,small land,,,23.352763
6e32d858,,4/1/1606 1:43 PM,6/6/1608 4:46 AM,0,19.806862,107.904873,4.669001,182.758409,52.959797,0,4,4,2,0,0,52,small land,The Mountains,1,118.370562
6e32d891,,9/24/1602 4:26 AM,2/28/1607 7:24 PM,1,74.079244,48.75846,4.777751,14.54196,61.027906,0,2,3,4,1,0,111,no land,,1,58.890077
6e32d914,,10/23/1605 5:27 PM,4/26/1608 11:54 AM,0,57.500359,68.982973,59.640413,145.998951,13.369617,0,2,4,3,0,0,91,huge land,,,79.204046
6e32d93c,,1/12/1602 10:19 PM,8/14/1612 10:58 AM,0,113.63268,56.851877,9.945271,153.116577,10.380887,1,2,4,3,0,0,103,huge land,King's Landing,,67.407067
6e32d953,,7/17/1605 10:48 PM,6/6/1607 10:33 PM,0,25.060538,120.715144,15.005485,26.605171,57.145409,1,3,4,,0,0,39,small land,Servant's Premises,1,131.116823
6e32d9b5,,1/24/1602 12:17 AM,6/5/1612 6:34 AM,0,34.480937,14.507847,3.799253,1.69149,29.941763,0,2,4,2,0,0,145,small land,King's Landing,,25.14375
6e32d9ca,,5/17/1606 12:26 PM,11/7/1609 8:37 AM,0,28.737742,85.45764,44.802383,97.579449,24.712872,0,4,2,3,0,,75,huge land,The Mountains,1,96.217064
6e32d9e8,,5/27/1604 5:22 PM,9/18/1612 5:16 AM,0,95.489929,89.513202,30.441349,,16.036615,1,3,4,4,0,0,70,small land,King's Landing,1,100.454732
6e32daa4,,4/12/1604 2:51 PM,12/9/1611 11:21 PM,0,13.879128,103.272325,127.282674,158.127761,30.928029,1,3,4,3,0,,57,small land,The Mountains,,113.510467
6e32dadb,,6/5/1602 5:33 AM,12/3/1608 2:57 AM,0,4.237293,51.052954,82.038345,100.134719,65.919749,0,3,2,4,0,0,109,small land,The Mountains,,61.925267
6e32db59,,1/2/1603 7:55 AM,7/3/1609 1:19 AM,0,28.618229,61.201494,27.603771,13.005255,21.680928,0,2,,3,0,0,99,small land,The Mountains,1,71.422215
6e32db71,,11/25/1604 2:48 AM,10/5/1611 8:14 PM,0,14.624953,,90.993289,38.272429,37.970662,0,2,4,,0,0,74,small land,King's Landing,1, 
6e32db8f,,5/3/1604 7:50 PM,7/26/1611 11:42 PM,0,26.913286,2.905472,36.883123,158.013729,39.85056,0,2,2,3,0,0,157,huge land,The Mountains,,13.733437
6e32dba6,,2/13/1605 12:22 PM,12/11/1608 10:21 AM,0,107.393365,73.377823,61.591784,205.850754,22.690223,0,4,3,2,0,1,87,small land,The Mountains,,84.007614
6e32dbea,,9/19/1604 1:51 AM,11/10/1608 9:49 PM,,126.198804,44.685219,27.914325,11.096882,22.390317,1,4,2,3,0,0,115,huge land,Servant's Premises,1,55.111914
6e32dc50,,5/4/1604 11:27 AM,5/19/1607 2:46 PM,0,,10.404405,46.459424,94.773402,5.184913,0,,3,3,0,,150,huge land,The Mountains,1,20.92106
6e32dc6b,,9/8/1603 6:18 PM,2/14/1610 6:16 AM,1,28.144771,29.869674,23.194199,53.735919,73.622662,0,2,2,3,1,0,130,no land,The Mountains,,40.862586
6e32dcbc,,5/26/1602 10:40 PM,8/26/1608 8:24 AM,1,97.657699,6.557184,50.506923,144.312008,25.778041,0,2,4,4,1,0,153,no land,,1,17.434417
6e32dcd0,,7/13/1602 4:49 AM,6/20/1607 10:22 PM,0,68.273956,0.00812,,43.002764,70.056046,0,4,4,2,0,0,160,huge land,,1,10.691487
6e32dce1,,3/15/1606 6:53 AM,8/20/1610 4:12 AM,0,,3.861023,46.860011,86.812786,32.742269,0,2,4,3,0,0,156,small land,Cursed Land,1,14.120583
6e32dcf0,,3/20/1604 7:22 AM,6/19/1610 8:26 AM,0,33.15256,63.687014,39.878583,53.646238,29.862699,0,2,3,2,0,0,96,huge land,The Mountains,1,74.482184
6e32dd51,,11/23/1605 11:10 PM,6/24/1611 4:14 PM,1,5.859934,21.584726,17.091147,129.759845,40.202565,1,2,4,4,1,0,138,no land,The Mountains,,32.265689
6e32dd57,,5/13/1604 6:22 AM,3/16/1609 6:59 PM,,,113.351722,57.864371,130.733927,4.233082,1,4,4,,0,,47,small land,Servant's Premises,1,124.173433
6e32ddbd,,3/11/1600 4:17 PM,9/28/1612 2:55 PM,0,14.320595,7.700838,81.25876,105.90936,24.141267,0,4,3,3,0,0,152,small land,Cursed Land,1,18.136966
6e32ddc1,,10/28/1604 6:47 PM,3/16/1609 1:37 PM,,29.272683,20.344006,62.78913,42.158823,55.115508,1,3,2,3,0,0,140,small land,King's Landing,1,30.357893
6e32de83,,8/3/1600 4:37 PM,2/26/1609 6:50 PM,,32.187374,34.55213,29.920164,120.510158,14.5023,1,2,4,4,0,0,125,small land,The Mountains,1,44.738168
6e32de94,,4/26/1603 5:26 AM,10/14/1609 9:46 PM,0,6.78163,123.97361,47.817759,123.911689,73.41647,0,3,4,4,0,0,36,small land,The Mountains,1,134.960733
6e32deb1,,10/12/1606 8:34 AM,11/3/1610 10:57 PM,0,63.91377,17.642454,139.00151,30.155501,1.562852,0,2,2,3,0,0,142,small land,Cursed Land,1,28.572572
6e32df30,,10/16/1600 4:12 PM,1/15/1608 5:24 AM,0,46.786154,49.979025,80.288974,167.957437,51.321664,0,2,4,4,0,0,110,small land,Cursed Land,1,60.602278
6e32df9f,,9/20/1600 7:15 AM,8/3/1610 7:42 AM,0,77.665621,45.628078,,62.154214,26.349356,0,3,3,2,0,0,114,small land,King's Landing,1,55.650357
6e32e01c,,8/17/1605 8:26 PM,2/1/1612 3:21 PM,,13.514857,83.929797,74.181776,72.018876,31.031358,0,4,3,2,0,0,76,small land,The Mountains,1,94.155858
6e32e022,,4/8/1601 12:25 AM,9/24/1610 3:28 AM,0,29.647863,30.034488,60.716127,126.983052,16.359985,0,2,3,4,0,0,130,small land,The Mountains,1,40.504712
6e32e02a,,8/10/1604 3:24 AM,7/21/1607 2:37 PM,0,13.500448,1.969512,,4.797257,53.912894,1,,3,3,0,0,158,huge land,King's Landing,1,12.079238
6e32e062,,11/3/1605 4:46 AM,10/18/1609 9:24 PM,0,109.814151,38.985413,4.854114,93.080685,11.244399,0,3,3,3,0,0,121,small land,King's Landing,1,49.319274
6e32e08d,,5/3/1601 12:13 AM,10/4/1607 12:40 AM,0,,25.280066,63.439255,169.158576,9.883678,0,,3,2,0,0,135,small land,The Mountains,1,36.128983
6e32e14d,,6/4/1604 8:53 PM,5/25/1611 5:36 PM,0,45.961507,92.236141,39.671988,48.834817,3.895733,0,,4,2,0,1,68,small land,Servant's Premises,,102.44628
6e32e15a,,2/13/1605 4:56 AM,9/23/1610 2:47 PM,0,18.421931,101.885752,12.811613,55.194634,28.384256,0,2,3,2,0,0,58,small land,Cursed Land,1,112.469522
6e32e171,,8/16/1606 5:47 AM,3/3/1609 4:19 PM,0,47.067253,19.045928,145.120489,37.73695,58.018511,0,2,4,4,0,0,141,small land,The Mountains,1,29.192592
6e32e19a,,12/15/1605 4:31 PM,9/27/1608 6:59 PM,0,,,,70.553381,49.51549,0,4,3,4,0,,74,small land,The Mountains,1, 
6e32e1b0,,10/4/1604 12:44 PM,1/12/1608 2:56 AM,0,68.093833,60.412885,80.905601,192.619706,25.573086,1,,2,4,0,0,100,huge land,The Mountains,,70.723129
6e32e1dc,,10/24/1603 12:51 AM,8/17/1612 8:38 AM,0,107.245983,111.021831,58.258773,22.586796,13.78579,1,4,4,3,0,0,49,huge land,The Mountains,1,121.42746
6e32e1e8,,9/16/1605 10:26 PM,11/4/1607 5:55 AM,0,3.163575,99.059962,,6.552059,17.150995,0,3,3,2,0,0,61,huge land,The Mountains,1,109.108179
6e32e20c,,9/9/1600 1:55 AM,2/15/1609 2:53 PM,0,37.124216,27.295106,,46.923845,12.996556,,2,2,4,0,1,133,small land,Servant's Premises,2,37.336161
6e32e271,,6/20/1603 10:31 AM,3/1/1610 2:45 PM,0,8.95074,24.305588,86.539384,166.38538,31.25797,1,2,4,3,0,0,136,small land,Cursed Land,1,35.088261
6e32e345,,2/27/1605 2:19 PM,9/11/1609 1:38 PM,1,127.888176,21.498892,10.549498,72.951432,8.473812,0,2,2,4,1,0,139,no land,The Mountains,1,32.302041
6e32e375,,11/1/1604 9:13 PM,1/23/1608 9:29 AM,0,68.654327,3.069709,18.988708,135.631981,61.60807,0,4,4,2,0,0,157,small land,Cursed Land,,13.073048
6e32e37e,,6/15/1606 1:55 PM,11/9/1608 1:20 PM,0,90.059269,1.789006,36.782362,48.823475,61.374416,0,3,3,4,0,0,158,small land,The Mountains,,12.509052
6e32e3b0,,4/6/1602 1:47 AM,6/6/1611 5:11 AM,1,,14.35,22.187942,12.734569,70.298944,0,3,3,4,1,0,146,no land,Servant's Premises,1,24.763178
6e32e3c6,,10/22/1602 5:21 AM,2/15/1610 7:21 PM,0,6.275707,13.556014,9.308876,112.189214,2.668282,0,,4,2,0,0,146,huge land,King's Landing,1,23.973818
6e32e3f2,,7/14/1605 7:25 AM,9/15/1610 9:42 PM,0,,114.612563,0.011985,44.598537,31.364224,0,3,2,2,0,0,45,huge land,Cursed Land,1,124.925489
6e32e3f6,,10/3/1604 4:16 PM,7/16/1611 8:32 AM,0,18.346603,80.765741,4.105487,,17.188755,0,4,3,,0,0,79,small land,Cursed Land,1,91.334531
6e32e400,,9/4/1604 9:17 AM,6/19/1612 1:54 AM,1,,1.831925,40.022647,184.757676,24.177319,1,3,4,2,1,0,158,no land,The Mountains,1,11.878262
6e32e40d,,5/3/1603 8:15 AM,7/28/1612 10:57 AM,0,41.382032,11.869236,,6.103311,44.104566,0,4,3,4,0,0,148,small land,The Mountains,1,21.942868
6e32e475,,7/5/1605 7:40 AM,11/1/1610 4:36 AM,0,,12.679562,1.35557,130.53928,30.043336,0,4,4,4,0,0,147,huge land,The Mountains,1,22.854636
6e32e496,,9/1/1601 11:21 AM,8/6/1612 9:55 AM,0,31.870537,79.368951,56.712618,278.226072,38.315857,0,3,3,3,0,,81,huge land,Servant's Premises,1,89.774145
6e32e4c1,,8/12/1604 6:16 AM,12/16/1611 11:34 PM,0,38.081226,52.138133,,108.527474,49.110013,0,4,2,4,0,0,108,small land,King's Landing,,62.67173
6e32e51b,,6/17/1606 11:31 PM,8/10/1611 7:58 AM,0,6.866035,68.764394,5.420334,5.976948,39.154024,0,2,2,3,0,1,91,small land,The Mountains,2,78.981664
6e32e524,,6/27/1605 3:41 AM,4/15/1609 8:58 PM,0,34.085146,75.936367,,34.124115,37.955,0,,2,3,0,1,84,huge land,The Mountains,2,86.74993
6e32e555,,9/22/1602 7:30 PM,8/15/1611 11:27 PM,0,41.272655,18.260144,38.750879,83.343453,4.520715,0,4,2,4,0,0,142,small land,The Mountains,1,28.670127
6e32e5a3,,10/10/1600 10:30 PM,11/8/1608 12:23 AM,1,26.695205,2.676968,,93.619314,61.859444,,3,3,3,1,0,157,no land,The Mountains,1,12.703118
6e32e5a7,,3/13/1602 6:37 AM,2/12/1609 6:39 PM,0,31.057729,19.406399,111.221232,4.646468,35.430447,1,3,3,3,0,1,141,small land,Servant's Premises,2,29.495845
6e32e5f0,,5/8/1602 12:44 AM,12/22/1612 10:16 PM,1,43.241615,27.584894,32.106572,44.311949,50.207092,0,2,2,2,1,0,132,no land,The Mountains,1,37.676682
6e32e660,,11/14/1602 9:42 AM,4/11/1608 4:12 AM,0,38.790188,137.465105,1.756236,121.010258,61.245391,0,,3,4,0,0,23,small land,,1,148.151878
6e32e671,,10/21/1602 4:27 PM,11/15/1607 12:55 AM,0,11.909697,1.228665,2.458203,30.381458,37.427886,0,4,3,4,0,0,159,small land,Servant's Premises,1,11.31457
6e32e695,,3/11/1601 3:28 PM,8/15/1609 11:51 AM,0,16.663634,1.848337,107.351903,60.247048,10.972538,0,3,2,4,0,0,158,small land,The Mountains,1,12.197685
6e32e6fe,,5/3/1602 5:18 PM,12/23/1609 7:50 AM,0,109.880108,64.853853,,102.2921,27.19438,0,2,4,4,0,0,95,small land,The Mountains,,75.547951
6e32e745,,10/9/1602 4:38 AM,7/1/1610 4:12 PM,0,,54.570861,109.828404,15.431658,17.776557,0,4,3,4,0,0,105,small land,Cursed Land,1,65.01815
6e32e74b,,1/18/1600 1:46 PM,2/21/1611 6:32 PM,0,85.057736,8.933739,,40.135968,37.256788,,,2,4,0,0,151,small land,Cursed Land,,18.992702
6e32e750,,3/16/1604 1:52 PM,4/25/1610 2:10 PM,1,46.785389,6.292823,3.363888,9.828005,28.335733,0,3,3,3,1,0,154,no land,Servant's Premises,1,16.957399
6e32e756,,9/5/1606 2:15 AM,8/20/1610 12:26 AM,0,71.325939,48.583364,17.175981,157.918768,16.999592,1,3,4,3,0,1,111,small land,The Mountains,1,58.823464
6e32e758,,1/1/1605 7:39 AM,3/25/1612 7:34 AM,0,56.110512,15.032807,71.519636,8.197849,12.713201,0,2,2,4,0,1,145,small land,The Mountains,,25.302348
6e32e774,,7/19/1602 12:58 AM,7/23/1612 6:41 PM,0,40.289457,83.015857,116.034105,20.150373,13.96921,1,3,4,2,0,0,77,small land,The Mountains,1,93.370751
6e32e7a1,,11/12/1601 8:14 PM,8/13/1612 4:45 AM,1,31.728678,10.128275,34.147952,42.8321,16.62834,,2,3,2,1,0,150,no land,King's Landing,1,21.089809
6e32e838,,4/17/1600 2:31 AM,2/3/1611 11:14 PM,,2.339092,32.970482,13.512816,48.180015,20.305003,1,3,3,3,0,1,127,small land,King's Landing,2,43.863942
6e32e84b,,9/6/1600 5:41 PM,1/21/1609 8:28 AM,1,110.371934,37.845465,33.464308,100.253929,3.102548,0,,4,2,1,0,122,no land,The Mountains,1,47.915569
6e32e885,,8/28/1604 7:12 AM,11/19/1611 1:58 PM,0,49.421279,48.376029,53.798577,48.356431,62.456616,,3,2,3,0,0,112,small land,King's Landing,,58.52938
6e32e898,,7/20/1602 1:30 PM,3/15/1611 7:46 AM,0,29.768981,147.484607,131.170961,25.25644,39.970166,,2,,2,0,1,13,small land,The Mountains,,158.163843
6e32e8f8,,7/19/1601 4:46 PM,8/1/1610 10:48 AM,1,74.130376,24.322988,56.141706,82.552683,8.243317,1,4,3,2,1,0,136,no land,The Mountains,,34.511401
6e32e92d,,4/11/1606 1:42 PM,8/6/1608 1:28 AM,1,152.415458,59.36882,77.340389,26.032975,6.004594,0,4,4,,1,0,101,no land,The Mountains,1,69.431645
6e32e94e,,9/4/1600 1:59 PM,7/24/1607 5:51 AM,,137.75955,16.03764,,29.008512,18.85698,,3,4,,0,0,144,small land,The Mountains,1,26.74027
6e32e977,,8/24/1601 2:57 AM,10/26/1611 12:14 AM,0,11.503464,72.136943,25.254613,95.074202,2.32763,0,4,4,2,0,0,88,huge land,King's Landing,1,82.325062
6e32e9ca,,11/17/1605 8:50 PM,9/10/1609 12:27 PM,0,95.13024,22.664491,18.68559,145.745204,33.300673,0,2,2,4,0,0,137,small land,,1,33.113791
6e32ea1f,,7/16/1605 6:54 PM,7/16/1611 11:33 AM,0,23.95745,17.486495,96.779001,68.965491,34.688934,0,2,4,3,0,0,143,small land,King's Landing,1,27.742675
6e32ea4c,,9/22/1604 8:38 PM,11/8/1612 3:25 PM,0,50.787026,72.203239,111.436244,251.723528,42.790626,0,3,3,,0,0,88,small land,The Mountains,1,83.053644
6e32ea89,,11/9/1601 7:37 AM,2/18/1607 2:12 AM,0,41.313047,3.558814,86.613864,164.915893,85.095993,0,2,3,3,0,0,156,small land,The Mountains,1,13.842889
6e32eb05,,11/21/1602 12:48 PM,5/10/1611 2:31 PM,0,105.939839,46.960182,12.052823,146.673807,61.478649,,,2,2,0,0,113,small land,The Mountains,,57.909489
6e32eb08,,4/20/1600 8:41 PM,6/28/1612 10:17 AM,0,77.584776,5.837624,1.665891,3.154798,3.022114,1,2,2,2,0,0,154,small land,Servant's Premises,,16.037825
6e32eb30,,11/25/1604 3:26 PM,10/15/1612 3:12 PM,0,109.64689,20.549194,21.054446,90.451115,18.279672,0,4,3,3,0,0,139,huge land,,1,30.758963
6e32eb3e,,10/6/1601 4:22 PM,6/13/1611 12:48 AM,,,9.643838,64.16332,92.848562,50.666586,0,2,4,3,0,0,150,small land,The Mountains,1,20.32778
6e32eb5b,,7/2/1602 9:42 AM,6/25/1607 10:17 AM,0,,37.648907,29.999177,152.016107,48.220634,0,4,2,2,0,1,122,huge land,The Mountains,2,48.374638
6e32eb70,,4/7/1604 9:52 AM,5/10/1610 6:28 AM,0,41.16826,137.73417,,5.77749,47.604916,0,3,3,,0,0,22,small land,King's Landing,1,148.010022
6e32eb89,,9/28/1602 10:14 PM,4/19/1612 5:59 PM,1,16.081251,,3.836186,135.0788,59.46343,0,2,3,4,1,0,74,no land,Cursed Land,1, 
6e32eb8d,,1/21/1605 5:17 PM,5/28/1609 10:34 PM,0,20.658636,,55.492819,93.549254,1.491784,0,3,2,2,0,0,74,huge land,King's Landing,1, 
6e32ec1c,,10/15/1605 4:34 PM,10/16/1609 6:47 PM,0,35.207061,22.711819,25.930542,217.289126,43.812306,0,3,4,4,0,1,137,small land,Cursed Land,2,32.72633
6e32ec30,,3/27/1604 11:48 PM,1/23/1608 3:11 PM,0,1.271775,23.558384,10.055936,85.260418,19.300859,0,2,3,3,0,0,136,huge land,Cursed Land,1,34.031438
6e32ec76,,1/26/1605 2:28 PM,6/9/1610 9:58 PM,0,11.249541,29.909557,31.679957,201.623173,35.84014,0,4,3,4,0,1,130,small land,The Mountains,2,40.109323
6e32ec88,,1/12/1606 7:45 AM,6/26/1610 11:30 AM,,50.79593,40.438834,60.471453,125.595608,60.352854,1,,2,2,0,0,120,small land,King's Landing,,51.324766
6e32ece2,,7/11/1600 2:11 AM,11/11/1610 5:17 PM,0,5.718263,30.418013,,155.501008,21.852234,1,3,4,2,0,,130,small land,Cursed Land,1,41.068641
6e32ed15,,11/28/1603 9:50 AM,5/18/1612 3:21 AM,0,55.274933,0.41709,115.216723,95.670021,26.767096,0,2,3,2,0,1,160,small land,The Mountains,2,10.458469
6e32ed38,,10/23/1606 3:21 AM,10/1/1610 7:56 AM,0,,19.626394,15.877526,65.508025,11.279376,1,2,3,4,0,0,140,huge land,The Mountains,,30.561
6e32ed9d,,10/18/1604 7:22 AM,11/15/1607 7:38 PM,0,129.45856,4.430929,16.456254,175.719578,2.248282,0,2,3,4,0,0,156,huge land,King's Landing,1,14.750833
6e32ee05,,6/25/1606 2:57 AM,6/17/1612 12:34 PM,0,59.894356,19.997347,74.250581,183.252972,59.200151,0,2,3,4,0,0,140,small land,King's Landing,1,30.292171
6e32ee34,,8/22/1605 11:56 PM,5/17/1609 9:47 AM,0,95.853911,18.842147,63.198584,146.507361,66.349125,0,3,2,,0,0,141,small land,King's Landing,1,29.534137
6e32ee48,,9/21/1601 7:11 PM,10/24/1607 5:51 PM,0,45.415719,,68.710858,170.497318,35.661769,,3,4,3,0,0,74,small land,The Mountains,1, 
