House ID,Golden Grains
6e33d0d7,855660.0
6e33d0e4,1.3976e+06
6e33d10b,1.52194e+06
6e33d11c,1.48385e+06
6e33d130,1.2717e+06
6e33d14e,1.03608e+06
6e33d15f,1.43166e+06
6e33d18b,1.48968e+06
6e33d19f,1.23621e+06
6e33d1b5,1.42841e+06
6e33d1bb,1.37279e+06
6e33d227,1.24403e+06
6e33d278,1.25635e+06
6e33d2a5,1.11624e+06
6e33d2c0,1.31513e+06
6e33d2f4,1.46065e+06
6e33d33e,1.45729e+06
6e33d3e6,1.34132e+06
6e33d3f3,1.42243e+06
6e33d478,1.08078e+06
6e33d48f,1.34545e+06
6e33d4cd,876966.0
6e33d4d6,1.42293e+06
6e33d5c4,1.32374e+06
6e33d651,1.31299e+06
6e33d67b,1.26701e+06
6e33d6ad,1.39851e+06
6e33d6f9,1.23846e+06
6e33d711,1.29315e+06
6e33d748,1.32153e+06
6e33d7ae,1.33993e+06
6e33d7be,1.37373e+06
6e33d89e,1.22037e+06
6e33d8c5,1.03789e+06
6e33d8ff,1.17419e+06
6e33d908,1.6843e+06
6e33d90e,1.36959e+06
6e33d996,896387.0
6e33d9b8,1.42896e+06
6e33d9bd,1.39471e+06
6e33da24,1.56578e+06
6e33da46,1.46521e+06
6e33da52,1.42011e+06
6e33da5e,1.34654e+06
6e33daaf,1.36442e+06
6e33db22,1.31841e+06
6e33db66,1.34884e+06
6e33db87,1.21052e+06
6e33dbcf,1.20283e+06
6e33dbdc,1.47694e+06
6e33dbf2,1.34262e+06
6e33dc3c,1.3076e+06
6e33dce6,1.18794e+06
6e33dd03,1.17535e+06
6e33dd0d,848318.0
6e33ddb1,1.35586e+06
6e33dde1,1.24685e+06
6e33de02,1.02126e+06
6e33de18,1.2914e+06
6e33de56,1.59073e+06
6e33de70,1.29894e+06
6e33de97,1.40636e+06
6e33deaa,1.19118e+06
6e33dec4,1.58655e+06
6e33ded2,1.36906e+06
6e33df0f,1.4709e+06
6e33df54,1.34316e+06
6e33df88,1.29506e+06
6e33df8c,1.50606e+06
6e33e014,1.30076e+06
6e33e01d,1.30934e+06
6e33e034,1.05738e+06
6e33e088,1.30763e+06
6e33e08d,1.50146e+06
6e33e0ad,850805.0
6e33e0af,1.37223e+06
6e33e0dd,1.35413e+06
6e33e112,1.3814e+06
6e33e145,1.28048e+06
6e33e156,1.27509e+06
6e33e17f,1.24158e+06
6e33e1b8,1.28038e+06
6e33e250,1.34029e+06
6e33e329,1.33014e+06
6e33e39c,1.12391e+06
6e33e3a1,1.22833e+06
6e33e3b1,1.3533e+06
6e33e3b3,1.36605e+06
6e33e40f,1.35242e+06
6e33e440,1.49721e+06
6e33e467,1.40258e+06
6e33e46c,1.21752e+06
6e33e48d,1.44912e+06
6e33e4e9,1.23271e+06
6e33e4ef,1.46308e+06
6e33e4f5,1.12885e+06
6e33e528,1.24893e+06
6e33e563,1.40321e+06
6e33e6ce,1.15851e+06
6e33e729,890277.0
6e33e732,1.39482e+06
6e33e743,1.03446e+06
6e33e758,1.31396e+06
6e33e7b8,1.27815e+06
6e33e7d6,985988.0
6e33e7db,1.22209e+06
6e33e80d,1.12867e+06
6e33e84f,1.34148e+06
6e33e967,946774.0
6e33e977,1.25507e+06
6e33e9af,1.12776e+06
6e33ea4f,1.26153e+06
6e33eab6,1.29053e+06
6e33eafa,1.38233e+06
6e33eb0e,973265.0
6e33eb4f,1.40486e+06
6e33eb7b,1.13929e+06
6e33ebc7,1.45112e+06
6e33ebe1,1.06711e+06
6e33ebe3,1.18915e+06
6e33ec06,1.2169e+06
6e33ec2b,846462.0
6e33ec7d,1.37747e+06
6e33ec81,1.32042e+06
6e33eca3,1.35e+06
6e33ecd0,1.46778e+06
6e33ecde,1.48201e+06
6e33ed9b,799509.0
6e33edb4,1.41454e+06
6e33ef23,1.36498e+06
6e33efbc,1.35822e+06
6e33efc1,1.0037e+06
6e33f07d,1.4551e+06
6e33f09a,1.30062e+06
6e33f0cc,1.15312e+06
6e33f14e,1.43846e+06
6e33f184,1.35738e+06
6e33f1ea,1.3438e+06
6e33f283,1.16124e+06
6e33f311,1.36385e+06
6e33f354,1.39504e+06
6e33f39c,1.25901e+06
6e33f3bb,1.07642e+06
6e33f3db,1.2639e+06
6e33f414,1.47236e+06
6e33f437,1.32663e+06
6e33f473,1.4261e+06
6e33f479,1.37464e+06
6e33f483,1.30362e+06
6e33f485,1.31496e+06
6e33f4ca,971742.0
6e33f4f8,1.30927e+06
6e33f53f,1.24205e+06
6e33f56e,1.36242e+06
6e33f59e,1.19691e+06
6e33f5f6,1.34351e+06
6e33f615,1.34341e+06
6e33f640,1.27599e+06
6e33f68f,1.45096e+06
6e33f6a6,980963.0
6e33f6cd,1.44807e+06
6e33f729,1.45949e+06
6e33f74d,1.05458e+06
6e33f763,1.49711e+06
6e33f7b5,1.37486e+06
6e33f7d4,1.41632e+06
6e33f80d,1.2226e+06
6e33f824,1.38528e+06
6e33f885,1.41599e+06
6e33f88b,1.29466e+06
6e33f89b,1.18479e+06
6e33f8a5,1.3973e+06
6e33f8c3,1.39581e+06
6e33f8ea,1.48584e+06
6e33f918,1.49258e+06
6e33f942,1.39666e+06
6e33f970,1.29638e+06
6e33f997,1.20669e+06
6e33fa27,1.40237e+06
6e33fa82,1.40667e+06
6e33fafe,1.11843e+06
6e33fc46,1.27627e+06
6e33fc7b,1.04048e+06
6e33fccb,1.41431e+06
6e33fcf2,1.09448e+06
6e33fd49,1.09135e+06
6e33fd94,1.26919e+06
6e33fda2,1.30271e+06
6e33fdb1,1.2389e+06
6e33fde7,1.341e+06
6e33fe7e,991802.0
6e33fe80,1.29023e+06
6e33fe8c,1.10201e+06
6e33feee,1.06919e+06
6e33ff32,1.4924e+06
6e33ff6e,1.41816e+06
6e33ff7c,1.39768e+06
6e33ffb2,1.38248e+06
6e33ffce,1.15525e+06
6e340031,1.24416e+06
6e3400bc,1.35086e+06
6e340107,1.34378e+06
6e340124,1.28235e+06
6e34012d,1.20492e+06
6e340140,1.28367e+06
6e340163,1.476e+06
6e3401db,1.0936e+06
6e34025a,1.34228e+06
6e3402aa,1.24534e+06
6e3402da,1.27263e+06
6e3402f4,1.49691e+06
6e34031a,1.45899e+06
6e34032a,1.42513e+06
6e340373,1.31975e+06
6e340379,1.0439e+06
6e3403c4,1.42823e+06
6e3403df,1.4471e+06
6e340401,1.18317e+06
6e34041f,1.04275e+06
6e340439,929274.0
6e34043e,1.4684e+06
6e340447,1.29035e+06
6e3404af,1.38672e+06
6e3404cf,1.32652e+06
6e34051b,1.29837e+06
6e340654,1.37697e+06
6e340694,1.30511e+06
6e33d037,1.45103e+06
6e33d043,1.44925e+06
6e33d049,1.29814e+06
6e33d04d,1.30496e+06
6e33d053,1.13465e+06
6e33d055,1.16425e+06
6e33d062,1.38899e+06
6e33d067,1.35191e+06
6e33d06b,1.31168e+06
6e33d075,1.22793e+06
6e33d07a,1.3708e+06
6e33d090,1.30439e+06
6e33d095,1.43219e+06
6e33d09a,1.13405e+06
6e33d0c2,1.4283e+06
6e33d0dc,1.50327e+06
6e33d0e2,1.32093e+06
6e33d0ee,1.41573e+06
6e33d0f4,1.25379e+06
6e33d0f8,1.33749e+06
6e33d0fd,1.48734e+06
6e33d110,1.13315e+06
6e33d117,1.50431e+06
6e33d136,1.52292e+06
6e33d147,1.38705e+06
6e33d151,1.01514e+06
6e33d154,1.30934e+06
6e33d162,1.25213e+06
6e33d16d,1.20745e+06
6e33d17b,889266.0
6e33d181,1.39805e+06
6e33d186,1.34991e+06
6e33d197,1.42986e+06
6e33d1a3,1.30567e+06
6e33d1b9,1.27677e+06
6e33d1c4,1.42128e+06
6e33d1cb,1.49002e+06
6e33d1cd,1.31758e+06
6e33d1d9,1.42552e+06
6e33d1e3,1.02617e+06
6e33d1e8,1.24728e+06
6e33d1ec,1.20878e+06
6e33d1f2,1.35023e+06
6e33d1f6,1.27685e+06
6e33d1fa,1.34387e+06
6e33d209,1.57408e+06
6e33d21d,1.12428e+06
6e33d22e,1.34576e+06
6e33d230,1.13615e+06
6e33d244,1.36613e+06
6e33d247,1.33727e+06
6e33d25c,1.36474e+06
6e33d26b,1.378e+06
6e33d274,1.3727e+06
6e33d28a,1.43646e+06
6e33d298,1.49259e+06
6e33d2ab,1.23951e+06
6e33d2b1,1.23189e+06
6e33d2c4,1.11227e+06
6e33d2d0,1.23704e+06
6e33d2db,1.45892e+06
6e33d2e1,1.33271e+06
6e33d2ea,1.07789e+06
6e33d2fa,1.15997e+06
6e33d2fe,1.33479e+06
6e33d309,1.31825e+06
6e33d314,1.18859e+06
6e33d31e,1.21708e+06
6e33d320,1.15258e+06
6e33d326,1.30436e+06
6e33d344,1.41077e+06
6e33d368,1.43057e+06
6e33d36e,1.53258e+06
6e33d376,1.09492e+06
6e33d381,1.43051e+06
6e33d38b,1.18557e+06
6e33d38d,1.44998e+06
6e33d38f,903089.0
6e33d393,1.33581e+06
6e33d399,1.30398e+06
6e33d3a2,1.38134e+06
6e33d3af,1.27248e+06
6e33d3cf,1.19099e+06
6e33d3d2,1.39076e+06
6e33d3d8,1.39401e+06
6e33d3ee,1.39483e+06
6e33d416,1.47032e+06
6e33d419,1.23641e+06
6e33d429,1.61495e+06
6e33d433,1.38988e+06
6e33d443,1.07453e+06
6e33d45f,1.39379e+06
6e33d461,1.12616e+06
6e33d46c,1.28091e+06
6e33d471,1.2338e+06
6e33d47c,1.47536e+06
6e33d47e,1.26937e+06
6e33d496,1.03954e+06
6e33d49b,1.10242e+06
6e33d4ad,1.51705e+06
6e33d4b3,1.22966e+06
6e33d4c4,1.20095e+06
6e33d4df,1.50684e+06
6e33d4f1,1.19265e+06
6e33d4fb,1.19268e+06
6e33d508,1.5441e+06
6e33d513,1.50314e+06
6e33d517,1.34397e+06
6e33d521,1.24162e+06
6e33d527,1.37113e+06
6e33d52e,1.34498e+06
6e33d536,1.31043e+06
6e33d560,1.20379e+06
6e33d56f,1.34416e+06
6e33d573,1.03544e+06
6e33d578,1.59521e+06
6e33d57a,1.36745e+06
6e33d57d,1.48216e+06
6e33d589,1.06985e+06
6e33d598,1.31467e+06
6e33d5a5,1.37928e+06
6e33d5ad,1.47333e+06
6e33d5b2,1.3312e+06
6e33d5bf,1.38987e+06
6e33d5ce,1.42992e+06
6e33d5d4,1.24356e+06
6e33d5e2,1.38213e+06
6e33d5e5,1.27678e+06
6e33d607,1.49715e+06
6e33d60d,1.35882e+06
6e33d61c,1.38497e+06
6e33d623,826825.0
6e33d626,1.38768e+06
6e33d62e,1.07156e+06
6e33d634,1.43444e+06
6e33d637,1.17445e+06
6e33d63d,1.48557e+06
6e33d64a,1.5125e+06
6e33d64e,1.37854e+06
6e33d673,1.26233e+06
6e33d681,1.45859e+06
6e33d685,1.54107e+06
6e33d687,1.24811e+06
6e33d68d,1.52299e+06
6e33d68f,1.2777e+06
6e33d6a2,1.08681e+06
6e33d6af,1.313e+06
6e33d6b5,1.49197e+06
6e33d6c0,1.37202e+06
6e33d6cd,874480.0
6e33d6d3,1.24857e+06
6e33d6d6,1.4147e+06
6e33d6db,1.2681e+06
6e33d6e6,1.50003e+06
6e33d6ee,1.39191e+06
6e33d6f4,1.41784e+06
6e33d6fb,1.27279e+06
6e33d701,1.35455e+06
6e33d717,1.38776e+06
6e33d719,1.09039e+06
6e33d729,1.24034e+06
6e33d72e,1.31695e+06
6e33d744,1.41907e+06
6e33d756,1.14364e+06
6e33d761,1.43577e+06
6e33d76f,1.27339e+06
6e33d773,1.45546e+06
6e33d778,1.46131e+06
6e33d77e,1.456e+06
6e33d797,1.32396e+06
6e33d79c,1.33876e+06
6e33d7a6,1.21914e+06
6e33d7c3,1.50065e+06
6e33d7e5,1.30036e+06
6e33d7e9,1.44088e+06
6e33d7ec,1.42978e+06
6e33d7ee,1.31918e+06
6e33d7f4,876229.0
6e33d7f7,1.2769e+06
6e33d801,1.3518e+06
6e33d80a,1.19354e+06
6e33d80c,1.26232e+06
6e33d822,1.31823e+06
6e33d827,1.36242e+06
6e33d829,1.32801e+06
6e33d82f,1.15392e+06
6e33d842,1.18995e+06
6e33d846,1.34041e+06
6e33d84d,1.3024e+06
6e33d851,1.27722e+06
6e33d856,1.18116e+06
6e33d85f,1.52467e+06
6e33d869,1.3043e+06
6e33d86b,1.22749e+06
6e33d86f,1.41685e+06
6e33d873,1.41601e+06
6e33d87b,1.2699e+06
6e33d87f,1.33496e+06
6e33d89b,1.25514e+06
6e33d8a3,1.13434e+06
6e33d8a6,1.51118e+06
6e33d8ab,992784.0
6e33d8bf,1.42462e+06
6e33d8d2,1.39503e+06
6e33d8d4,1.3062e+06
6e33d8d6,1.20102e+06
6e33d8ed,1.09578e+06
6e33d8f3,1.37701e+06
6e33d90a,1.15781e+06
6e33d911,1.24876e+06
6e33d934,1.12898e+06
6e33d938,1.24608e+06
6e33d94f,1.44937e+06
6e33d95d,1.58295e+06
6e33d964,1.21987e+06
6e33d967,1.49913e+06
6e33d96b,1.30158e+06
6e33d970,1.37444e+06
6e33d978,1.33807e+06
6e33d97e,986852.0
6e33d985,1.00672e+06
6e33d991,1.35584e+06
6e33d9a4,1.42887e+06
6e33d9aa,1.05403e+06
6e33d9af,1.32095e+06
6e33d9b5,1.43409e+06
6e33d9c2,1.54391e+06
6e33d9ce,1.05919e+06
6e33d9eb,1.22324e+06
6e33d9f6,978183.0
6e33da06,1.48911e+06
6e33da08,1.36796e+06
6e33da0c,1.19889e+06
6e33da12,1.17807e+06
6e33da18,1.30897e+06
6e33da1e,1.37575e+06
6e33da49,1.12665e+06
6e33da4e,1.54381e+06
6e33da60,1.00056e+06
6e33da65,1.25507e+06
6e33da75,1.1518e+06
6e33da81,1.14372e+06
6e33da93,1.49195e+06
6e33da9c,1.4399e+06
6e33daa9,1.20002e+06
6e33dab3,1.42069e+06
6e33dab8,1.32177e+06
6e33dabc,1.29407e+06
6e33dabe,1.30643e+06
6e33dac1,1.07857e+06
6e33dad7,988771.0
6e33daef,1.32043e+06
6e33daf4,1.40701e+06
6e33daf9,1.33264e+06
6e33dafb,1.22095e+06
6e33db06,1.1484e+06
6e33db12,1.28204e+06
6e33db18,1.52897e+06
6e33db2a,1.32594e+06
6e33db2e,1.43894e+06
6e33db38,1.24469e+06
6e33db41,1.39473e+06
6e33db49,958630.0
6e33db4b,1.49012e+06
6e33db54,1.43767e+06
6e33db58,1.12827e+06
6e33db5b,1.18148e+06
6e33db64,1.18132e+06
6e33db6a,1.27625e+06
6e33db6e,1.40886e+06
6e33db71,1.46568e+06
6e33db98,1.47992e+06
6e33db9c,1.49072e+06
6e33dba0,1.56456e+06
6e33dbaf,1.5033e+06
6e33dbbd,1.01108e+06
6e33dbbf,1.5285e+06
6e33dbc5,1.11876e+06
6e33dbd8,1.56811e+06
6e33dbf7,1.22056e+06
6e33dc06,1.43259e+06
6e33dc0b,1.21249e+06
6e33dc0e,1.38504e+06
6e33dc1d,1.40923e+06
6e33dc23,1.32017e+06
6e33dc28,1.03137e+06
6e33dc2a,1.41133e+06
6e33dc32,1.36158e+06
6e33dc38,1.38002e+06
6e33dc41,1.50129e+06
6e33dc47,1.0216e+06
